IF extra_degree==False AND german_speaking<=0.2857142857142857 THEN Class=reject ,[5886.0; 875.0],[5299; 587; 288],{0.0: 3743; 1.0: 2431},(0.17685593999999993)
IF nationality==0 AND degree!=False THEN Class=hire ,[3.0; 2354.0],[2; 1; 2353],{0.0: 2356},(0.07431804127753844)
IF degrees<=0.8 AND english_speaking>=0.11111111111419755 AND experience>=1.0 AND degree!=False AND extra_degrees<=0.75 THEN Class=hire ,[246.0; 868.0],[16; 230; 638],{1.0: 884},(0.1785237632467953)
IF experience<=8.0 AND german_speaking<=0.2 THEN Class=reject ,[348.0; 55.0],[295; 53; 2],{1.0: 350},(0.04958706566180155)
IF dutch_speaking<=0.1794871794871795 AND age<=61.0 THEN Class=reject ,[78.0; 23.0],[55; 23; 0],{1.0: 74; 0.0: 4},(0.07002298190175237)
IF potential<=0.8334443176474368 AND experiences<=0.28829787234042553 THEN Class=hire ,[17.0; 49.0],[10; 7; 42],{1.0: 59},(0.16595898093254285)
IF experience<=19.0 AND experiences>=0.20851063829787236 THEN Class=reject ,[68.0; 2.0],[66; 2; 0],{1.0: 68},(0.05550454035302518)
IF degrees<=0.9 AND extra_degrees>=0.75 THEN Class=hire ,[2.0; 9.0],[1; 1; 8],{1.0: 10},(0.18626430801248697)
IF age>=35.0 THEN Class=reject ,[21.0; 1.0],[20; 1; 0],{1.0: 21},(1e-06)
IF TRUE THEN Class=reject ,[6669.0; 4236.0],[5764; 905; 3331],{0.0: 6103; 1.0: 3897},(1e-06)
