IF extra_degree!=False AND experiences<=0.36489361702127665 THEN Class=hire ,[517.0; 3023.0],[517; 0; 3023],{0.0: 2351; 1.0: 1189},(0.18569239999999995)
IF degree==False THEN Class=reject ,[3513.0; 0.0],[3513; 0; 0],{0.0: 1923; 1.0: 1590},(0.022813000220456424)
IF experience<=14.0 AND german_speaking<=0.15555555555555556 AND extra_degree==False THEN Class=reject ,[1916.0; 39.0],[1916; 0; 39],{0.0: 1189; 1.0: 766},(0.04776984732767295)
IF language_english==False AND german_speaking<=0.200000000002 THEN Class=reject ,[466.0; 41.0],[466; 0; 41],{0.0: 374; 1.0: 133},(0.07819816597294488)
IF nationality==0 AND german_speaking>=0.02857142857142857 AND experience>=2.0 AND experiences<=0.2542553191489362 AND experiences>=0.005319148936170213 THEN Class=hire ,[47.0; 161.0],[47; 0; 161],{0.0: 208},(0.16306515038792646)
IF nationality!=0 THEN Class=reject ,[138.0; 0.0],[138; 0; 0],{1.0: 138},(0.05395613131931863)
IF age<=46.0 AND extra_degree==False AND german_speaking<=0.25 AND experience<=22.0 THEN Class=reject ,[47.0; 0.0],[47; 0; 0],{0.0: 47},(0.07297758915170022)
IF english_speaking>=0.33333333333055554 AND french_speaking<=0.3999999999970001 AND german_speaking>=2.0833333333159727e-12 AND experience<=36.0 AND english_speaking<=0.49999999999166667 THEN Class=hire ,[9.0; 19.0],[9; 0; 19],{0.0: 28},(0.10727788279773158)
IF english_speaking<=0.2777777777777778 THEN Class=reject ,[25.0; 0.0],[25; 0; 0],{0.0: 25},(0.067138671875)
IF german_speaking>=5.5555555554321e-12 AND potential>=0.05003773619489552 AND english_speaking>=0.30952380952380953 AND experiences<=0.29999999999999993 THEN Class=reject ,[17.0; 0.0],[17; 0; 0],{0.0: 17},(0.12294543063773833)
IF married==False AND experiences>=0.014893617021276595 AND dutch_speaking<=0.33333333332777776 AND french_speaking<=0.4285714285688776 THEN Class=reject ,[10.0; 1.0],[10; 0; 1],{0.0: 11},(0.20454545454545453)
IF potential>=0.04963850193287696 THEN Class=hire ,[0.0; 9.0],[0; 0; 9],{0.0: 9},(0.07438016528925623)
IF age>=30.0 THEN Class=hire ,[1.0; 1.0],[1; 0; 1],{0.0: 2},(1e-06)
IF TRUE THEN Class=reject ,[6706.0; 3294.0],[6706; 0; 3294],{0.0: 6184; 1.0: 3816},(1e-06)
